Rk,Pk,Tm,Round 1_Player,Round 1_College,Yrs,Totals_G,Totals_MP,Totals_PTS,Totals_TRB,Totals_AST,Shooting_FG%,Shooting_3P%,Shooting_FT%,Per Game_MP,Per Game_PTS,Per Game_TRB,Per Game_AST,Advanced_WS,Advanced_WS/48,Advanced_BPM,Advanced_VORP,draft_year
34,34,NYK,Cleanthony Early,Wichita State,2,56,801,241,123,42,.346,.263,.750,14.3,4.3,2.2,0.8,-0.6,-.039,-5.9,-0.8,2014
35,35,UTA,Jarnell Stokes,Tennessee,3,28,151,67,40,7,.581,,.531,5.4,2.4,1.4,0.3,0.6,.202,0.1,0.1,2014
36,36,MIL,Johnny O'Bryant,LSU,4,147,1684,509,352,69,.402,.360,.663,11.5,3.5,2.4,0.5,0.2,.006,-6.2,-1.8,2014
37,37,TOR,DeAndre Daniels,UConn,,,,,,,,,,,,,,,,,,2014
38,38,DET,Spencer Dinwiddie,Colorado,11,621,17219,8078,1851,3153,.414,.333,.796,27.7,13.0,3.0,5.1,36.0,.100,-0.1,8.1,2014
39,39,PHI,Jerami Grant,Syracuse,12,776,21749,10488,3024,1272,.449,.367,.759,28.0,13.5,3.9,1.6,40.7,.090,-0.4,8.7,2014
40,40,MIN,Glenn Robinson III,Michigan,7,304,5299,1804,776,238,.457,.373,.779,17.4,5.9,2.6,0.8,7.9,.071,-1.7,0.4,2014
41,41,DEN,Nikola Jokić,,11,810,25914,18009,8977,6080,.561,.362,.825,32.0,22.2,11.1,7.5,142.9,.265,10.6,82.5,2014
42,42,HOU,Nick Johnson,Arizona,1,28,262,74,39,11,.347,.238,.680,9.4,2.6,1.4,0.4,-0.1,-.020,-6.5,-0.3,2014
43,43,ATL,Edy Tavares,,2,13,101,33,32,4,.625,,.273,7.8,2.5,2.5,0.3,0.2,.118,-0.4,0.0,2014
44,44,MIN,Markel Brown,Oklahoma State,3,113,1794,584,234,132,.380,.295,.781,15.9,5.2,2.1,1.2,1.1,.029,-2.9,-0.4,2014
45,45,CHO,Dwight Powell,Stanford,12,768,13469,4964,3252,800,.606,.294,.734,17.5,6.5,4.2,1.0,50.5,.180,0.7,9.1,2014
46,46,WAS,Jordan Clarkson,Missouri,12,825,22102,12651,2650,2307,.437,.336,.829,26.8,15.3,3.2,2.8,25.9,.056,-1.1,5.1,2014
47,47,PHI,Russ Smith,Louisville,2,27,131,53,15,19,.319,.188,.769,4.9,2.0,0.6,0.7,-0.2,-.068,-5.1,-0.1,2014
48,48,MIL,Lamar Patterson,Pitt,2,40,435,93,57,45,.326,.236,.720,10.9,2.3,1.4,1.1,0.1,.006,-5.7,-0.4,2014
49,49,CHI,Cameron Bairstow,New Mexico,2,36,167,44,36,7,.296,.200,.846,4.6,1.2,1.0,0.2,-0.1,-.021,-8.1,-0.3,2014
50,50,PHO,Alec Brown,Green Bay,,,,,,,,,,,,,,,,,,2014
51,51,NYK,Thanasis Antetokounmpo,,7,232,1668,528,337,130,.506,.134,.536,7.2,2.3,1.5,0.6,2.1,.061,-4.1,-0.9,2014
52,52,PHI,Vasilije Micić,,2,101,1961,691,177,390,.395,.315,.819,19.4,6.8,1.8,3.9,-0.6,-.015,-5.6,-1.8,2014
53,53,MIN,Alessandro Gentile,,,,,,,,,,,,,,,,,,,2014
54,54,PHI,Nemanja Dangubić,,,,,,,,,,,,,,,,,,,2014
55,55,MIA,Semaj Christon,Xavier,1,64,973,183,87,130,.345,.190,.548,15.2,2.9,1.4,2.0,0.1,.006,-5.1,-0.8,2014
56,56,DEN,Devyn Marble,Iowa,2,44,457,97,69,29,.304,.222,.375,10.4,2.2,1.6,0.7,-0.3,-.028,-5.5,-0.4,2014
57,57,IND,Louis Labeyrie,,,,,,,,,,,,,,,,,,,2014
58,58,SAS,Jordan McRae,Tennessee,4,123,1696,846,225,167,.417,.355,.772,13.8,6.9,1.8,1.4,1.7,.048,-2.1,0.0,2014
59,59,TOR,Xavier Thames,San Diego State,,,,,,,,,,,,,,,,,,2014
60,60,SAS,Cory Jefferson,Baylor,2,58,581,205,161,16,.444,.125,.583,10.0,3.5,2.8,0.3,0.9,.071,-3.3,-0.2,2014
1,1,MIN,Karl-Anthony Towns,Kentucky,11,720,24294,16384,8025,2263,.522,.397,.840,33.7,22.8,11.1,3.1,94.6,.187,4.3,38.5,2015
2,2,LAL,D'Angelo Russell,Ohio State,11,655,19240,11132,2177,3690,.427,.363,.793,29.4,17.0,3.3,5.6,26.5,.066,0.6,12.4,2015
3,3,PHI,Jahlil Okafor,Duke,7,248,4830,2566,1170,226,.542,.222,.676,19.5,10.3,4.7,0.9,7.2,.071,-2.0,0.0,2015
4,4,NYK,Kristaps Porziņģis,,10,533,16175,10372,4055,994,.461,.364,.830,30.3,19.5,7.6,1.9,50.4,.150,2.6,18.9,2015
5,5,ORL,Mario Hezonja,,5,330,6107,2284,1026,415,.417,.319,.812,18.5,6.9,3.1,1.3,3.2,.025,-2.8,-1.2,2015
6,6,SAC,Willie Cauley-Stein,Kentucky,7,422,9276,3675,2470,598,.544,.188,.612,22.0,8.7,5.9,1.4,23.3,.121,-0.1,4.4,2015
7,7,DEN,Emmanuel Mudiay,,6,302,7187,3299,884,1143,.401,.323,.744,23.8,10.9,2.9,3.8,-0.2,-.001,-3.2,-2.2,2015
8,8,DET,Stanley Johnson,Arizona,8,449,8879,2806,1404,679,.391,.305,.748,19.8,6.2,3.1,1.5,6.9,.037,-2.7,-1.6,2015
9,9,CHO,Frank Kaminsky,Wisconsin,8,413,8160,3630,1579,651,.430,.349,.746,19.8,8.8,3.8,1.6,15.9,.094,-0.2,3.7,2015
10,10,MIA,Justise Winslow,Duke,8,344,8906,2829,1760,889,.412,.315,.638,25.9,8.2,5.1,2.6,8.2,.044,-2.1,-0.3,2015
11,11,IND,Myles Turner,Texas,11,713,20366,9877,4727,916,.494,.365,.769,28.6,13.9,6.6,1.3,51.7,.122,0.6,13.5,2015
12,12,UTA,Trey Lyles,Kentucky,10,650,11970,4935,2826,697,.441,.347,.741,18.4,7.6,4.3,1.1,22.0,.088,-1.0,3.0,2015
13,13,PHO,Devin Booker,Kentucky,11,737,25295,18120,2966,3908,.463,.352,.873,34.3,24.6,4.0,5.3,58.0,.110,1.2,20.2,2015
14,14,OKC,Cameron Payne,Murray State,11,499,8730,3866,995,1585,.417,.366,.837,17.5,7.7,2.0,3.2,14.8,.081,-0.6,3.2,2015
15,15,ATL,Kelly Oubre Jr.,Kansas,11,705,19316,9401,3284,827,.440,.327,.752,27.4,13.3,4.7,1.2,27.6,.068,-1.8,0.8,2015
16,16,BOS,Terry Rozier,Louisville,10,665,18357,9252,2610,2337,.418,.361,.829,27.6,13.9,3.9,3.5,30.6,.080,0.2,10.1,2015
17,17,MIL,Rashad Vaughn,UNLV,3,139,1671,423,158,75,.337,.313,.692,12.0,3.0,1.1,0.5,-0.6,-.017,-4.7,-1.2,2015
18,18,HOU,Sam Dekker,Wisconsin,5,201,3097,1094,607,160,.478,.288,.606,15.4,5.4,3.0,0.8,5.4,.083,-1.4,0.5,2015
19,19,WAS,Jerian Grant,Notre Dame,5,279,4998,1692,529,805,.411,.323,.770,17.9,6.1,1.9,2.9,8.3,.080,-1.6,0.5,2015
20,20,TOR,Delon Wright,Utah,10,548,11175,3656,1650,1636,.447,.348,.799,20.4,6.7,3.0,3.0,28.9,.124,1.9,11.1,2015
21,21,DAL,Justin Anderson,Virginia,6,242,3280,1284,621,184,.410,.292,.775,13.6,5.3,2.6,0.8,4.9,.072,-1.5,0.4,2015
22,22,CHI,Bobby Portis,Arkansas,11,721,16526,8733,5113,955,.479,.393,.761,22.9,12.1,7.1,1.3,36.6,.106,-0.4,6.8,2015
23,23,POR,Rondae Hollis-Jefferson,Arizona,6,305,6759,2760,1684,579,.449,.212,.735,22.2,9.0,5.5,1.9,12.9,.091,-0.7,2.3,2015
24,24,CLE,Tyus Jones,Duke,11,749,15403,5448,1450,3181,.441,.372,.820,20.6,7.3,1.9,4.2,34.9,.109,0.4,9.2,2015
25,25,MEM,Jarell Martin,LSU,4,184,2927,998,639,114,.434,.346,.766,15.9,5.4,3.5,0.6,3.2,.053,-4.3,-1.7,2015
26,26,SAS,Nikola Milutinov,,,,,,,,,,,,,,,,,,,2015
27,27,LAL,Larry Nance Jr.,Wyoming,11,581,13036,4335,3434,1051,.535,.352,.692,22.4,7.5,5.9,1.8,35.2,.130,1.1,10.1,2015
28,28,BOS,R.J. Hunter,Georgia State University,4,45,395,133,46,19,.371,.295,.818,8.8,3.0,1.0,0.4,0.4,.051,-2.0,0.0,2015
29,29,BRK,Chris McCullough,Syracuse,3,59,532,194,112,15,.426,.306,.548,9.0,3.3,1.9,0.3,0.6,.054,-2.5,-0.1,2015
30,30,GSW,Kevon Looney,UCLA,11,620,10617,3036,3509,990,.570,.179,.610,17.1,4.9,5.7,1.6,38.1,.172,0.3,6.2,2015
,,,Round 2,Round 2,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced,2015
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,2015
31,31,MIN,Cedi Osman,,7,476,10815,4427,1411,933,.432,.357,.711,22.7,9.3,3.0,2.0,12.5,.055,-2.1,-0.3,2015
32,32,HOU,Montrezl Harrell,Louisville,8,515,10544,6220,2588,675,.619,.108,.664,20.5,12.1,5.0,1.3,42.9,.195,2.6,12.2,2015
33,33,BOS,Jordan Mickey,LSU,3,64,482,152,128,17,.449,.118,.605,7.5,2.4,2.0,0.3,0.5,.050,-4.8,-0.3,2015
34,34,LAL,Anthony Brown,Stanford,3,41,762,161,103,28,.328,.286,.850,18.6,3.9,2.5,0.7,-0.2,-.016,-5.1,-0.6,2015
35,35,PHI,Willy Hernangómez,,7,344,5149,2524,1982,364,.533,.306,.713,15.0,7.3,5.8,1.1,16.3,.152,0.1,2.8,2015
36,36,MIN,Rakeem Christmas,Syracuse,2,30,225,63,57,4,.467,,.724,7.5,2.1,1.9,0.1,0.5,.105,-4.7,-0.2,2015
37,37,PHI,Richaun Holmes,Bowling Green,10,489,9360,4164,2606,479,.605,.269,.751,19.1,8.5,5.3,1.0,30.7,.158,0.1,5.0,2015
38,38,DET,Darrun Hilliard,Villanova,3,91,859,295,85,71,.377,.304,.747,9.4,3.2,0.9,0.8,0.3,.016,-4.7,-0.6,2015
39,39,CHO,Juan Pablo Vaulet,,,,,,,,,,,,,,,,,,,2015
40,40,MIA,Josh Richardson,Tennessee,10,554,15815,6381,1685,1463,.428,.363,.846,28.5,11.5,3.0,2.6,27.7,.084,-0.6,5.5,2015
41,41,BRK,Pat Connaughton,Notre Dame,11,637,11736,3689,2084,847,.438,.357,.767,18.4,5.8,3.3,1.3,25.3,.103,-0.5,4.5,2015
42,42,UTA,Olivier Hanlan,Boston College,,,,,,,,,,,,,,,,,,2015
43,43,IND,Joe Young,Oregon,3,127,1077,429,130,119,.393,.296,.768,8.5,3.4,1.0,0.9,0.4,.016,-4.1,-0.6,2015
44,44,PHO,Andrew Harrison,Kentucky,3,145,2987,1012,287,399,.373,.294,.779,20.6,7.0,2.0,2.8,3.2,.051,-2.8,-0.6,2015
45,45,BOS,Marcus Thornton,William & Mary,,,,,,,,,,,,,,,,,,2015
46,46,MIL,Norman Powell,UCLA,11,675,16655,9418,1851,1084,.471,.396,.824,24.7,14.0,2.7,1.6,36.4,.105,0.2,9.2,2015
47,47,PHI,Artūras Gudaitis,,,,,,,,,,,,,,,,,,,2015
48,48,OKC,Dakari Johnson,Kentucky,1,31,161,55,34,8,.564,,.550,5.2,1.8,1.1,0.3,0.6,.178,-0.3,0.1,2015
49,49,WAS,Aaron White,Iowa,,,,,,,,,,,,,,,,,,2015
50,50,ATL,Marcus Eriksson,,,,,,,,,,,,,,,,,,,2015
51,51,ORL,Tyler Harvey,Eastern Washington,,,,,,,,,,,,,,,,,,2015
52,52,DAL,Satnam Singh,,,,,,,,,,,,,,,,,,,2015
53,53,CLE,Sir'Dominic Pointer,St. John's,,,,,,,,,,,,,,,,,,2015
54,54,UTA,Dani Díez,,,,,,,,,,,,,,,,,,,2015
55,55,SAS,Cady Lalanne,UMass,,,,,,,,,,,,,,,,,,2015
56,56,NOP,Branden Dawson,Michigan State,1,6,29,5,4,0,.400,,1.000,4.8,0.8,0.7,0.0,0.0,.069,-5.7,0.0,2015
57,57,DEN,Nikola Radičević,,,,,,,,,,,,,,,,,,,2015
58,58,PHI,J.P. Tokoto,UNC,,,,,,,,,,,,,,,,,,2015
59,59,ATL,Dimitrios Agravanis,,,,,,,,,,,,,,,,,,,2015
60,60,PHI,Luka Mitrović,,,,,,,,,,,,,,,,,,,2015
1,1,PHI,Ben Simmons,LSU,7,383,11910,5021,2840,2754,.558,.139,.592,31.1,13.1,7.4,7.2,35.4,.143,3.0,15.0,2016
2,2,LAL,Brandon Ingram,Duke,10,572,18920,11311,2996,2414,.469,.366,.792,33.1,19.8,5.2,4.2,31.8,.081,0.2,10.3,2016
3,3,BOS,Jaylen Brown,California,10,674,20908,13474,3700,1953,.478,.358,.739,31.0,20.0,5.5,2.9,47.5,.109,0.7,14.1,2016
4,4,PHO,Dragan Bender,,4,187,3755,1014,720,237,.399,.323,.654,20.1,5.4,3.9,1.3,0.5,.006,-3.9,-1.9,2016
5,5,MIN,Kris Dunn,Providence,10,489,11727,3712,1626,1912,.443,.337,.741,24.0,7.6,3.3,3.9,15.7,.064,-1.0,2.8,2016
6,6,NOP,Buddy Hield,Oklahoma,10,765,20999,11122,3052,1846,.433,.395,.856,27.4,14.5,4.0,2.4,28.7,.066,0.2,11.7,2016
7,7,DEN,Jamal Murray,Kentucky,9,611,19448,11528,2348,3044,.459,.390,.874,31.8,18.9,3.8,5.0,47.6,.117,1.4,16.5,2016
8,8,SAC,Marquese Chriss,Washington,6,292,5338,2206,1366,298,.456,.290,.667,18.3,7.6,4.7,1.0,6.5,.058,-2.4,-0.5,2016
9,9,TOR,Jakob Poeltl,Utah,10,641,14469,5804,4476,1176,.636,.429,.559,22.6,9.1,7.0,1.8,48.5,.161,1.3,11.9,2016
10,10,MIL,Thon Maker,,5,263,3624,1216,726,161,.435,.327,.680,13.8,4.6,2.8,0.6,6.6,.087,-2.1,-0.1,2016
11,11,ORL,Domantas Sabonis,Gonzaga,10,665,20463,10702,7096,3240,.559,.342,.729,30.8,16.1,10.7,4.9,71.0,.166,3.3,27.6,2016
12,12,UTA,Taurean Prince,Baylor,10,608,15013,5984,2172,1051,.429,.387,.812,24.7,9.8,3.6,1.7,15.5,.050,-2.1,-0.3,2016
13,13,PHO,Georgios Papagiannis,,2,39,477,160,123,29,.514,.000,.857,12.2,4.1,3.2,0.7,0.4,.044,-3.9,-0.2,2016
14,14,CHI,Denzel Valentine,Michigan State,5,256,4817,1795,857,466,.394,.360,.787,18.8,7.0,3.3,1.8,4.5,.044,-1.9,0.2,2016
15,15,DEN,Juancho Hernangómez,,7,339,5269,1711,1131,216,.428,.342,.676,15.5,5.0,3.3,0.6,8.7,.080,-1.9,0.1,2016
16,16,BOS,Guerschon Yabusele,,4,211,3388,1314,734,242,.462,.363,.724,16.1,6.2,3.5,1.1,6.4,.091,-1.5,0.4,2016
17,17,MEM,Wade Baldwin,Vanderbilt,3,56,579,174,69,78,.355,.250,.776,10.3,3.1,1.2,1.4,-0.3,-.028,-5.3,-0.5,2016
18,18,DET,Henry Ellenson,Marquette,5,83,787,342,206,49,.371,.336,.773,9.5,4.1,2.5,0.6,0.4,.023,-3.7,-0.3,2016
19,19,DEN,Malik Beasley,Florida State,9,578,13739,6738,1612,789,.426,.391,.769,23.8,11.7,2.8,1.4,20.1,.070,-0.9,3.7,2016
20,20,IND,Caris LeVert,Michigan,10,584,15705,7717,2098,2264,.436,.344,.733,26.9,13.2,3.6,3.9,25.4,.078,-0.2,7.0,2016
21,21,ATL,DeAndre' Bembry,Saint Joseph's,6,296,5670,1750,950,533,.474,.283,.611,19.2,5.9,3.2,1.8,4.4,.038,-2.3,-0.4,2016
22,22,CHO,Malachi Richardson,Syracuse,3,70,625,198,70,24,.358,.301,.783,8.9,2.8,1.0,0.3,-0.1,-.009,-6.1,-0.7,2016
23,23,BOS,Ante Žižić,,3,113,1517,674,446,64,.581,,.711,13.4,6.0,3.9,0.6,3.5,.110,-2.6,-0.2,2016
24,24,PHI,Timothé Luwawu-Cabarrot,,6,328,5254,1937,656,293,.391,.335,.829,16.0,5.9,2.0,0.9,4.7,.043,-4.0,-2.7,2016
25,25,LAC,Brice Johnson,UNC,2,21,107,47,34,3,.449,.000,.600,5.1,2.2,1.6,0.1,0.1,.062,-0.6,0.0,2016
26,26,PHI,Furkan Korkmaz,,7,328,5447,2244,646,391,.406,.356,.761,16.6,6.8,2.0,1.2,7.6,.067,-2.0,0.1,2016
27,27,TOR,Pascal Siakam,New Mexico State,10,691,21694,12810,4594,2497,.497,.342,.754,31.4,18.5,6.6,3.6,58.1,.129,1.8,21.0,2016
28,28,PHO,Skal Labissière,Kentucky,6,155,2645,1087,674,156,.493,.352,.748,17.1,7.0,4.3,1.0,4.5,.082,-2.2,-0.2,2016
29,29,SAS,Dejounte Murray,Washington,9,517,15134,8037,3000,2807,.454,.339,.793,29.3,15.5,5.8,5.4,26.8,.085,1.4,12.9,2016
30,30,GSW,Damian Jones,Vanderbilt,8,279,3782,1366,869,193,.656,.351,.715,13.6,4.9,3.1,0.7,11.3,.143,-1.0,1.0,2016
,,,Round 2,Round 2,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced,2016
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,2016
31,31,BOS,Deyonta Davis,Michigan State,3,107,1299,454,346,47,.599,.000,.635,12.1,4.2,3.2,0.4,3.6,.131,-2.1,0.0,2016
32,32,LAL,Ivica Zubac,,10,632,14880,6630,5251,899,.614,.083,.725,23.5,10.5,8.3,1.4,55.5,.179,0.8,10.4,2016
33,33,LAC,Cheick Diallo,Kansas,5,183,2186,958,759,78,.596,.286,.774,11.9,5.2,4.1,0.4,6.3,.139,-1.4,0.3,2016
34,34,PHO,Tyler Ulis,Kentucky,3,133,2782,998,223,537,.403,.280,.808,20.9,7.5,1.7,4.0,0.5,.008,-3.6,-1.1,2016
35,35,BOS,Rade Zagorac,,,,,,,,,,,,,,,,,,,2016
36,36,MIL,Malcolm Brogdon,Virginia,9,463,13481,7077,1917,2156,.463,.388,.874,29.1,15.3,4.1,4.7,33.4,.119,1.3,11.2,2016
37,37,HOU,Chinanu Onuaku,Louisville,2,6,74,18,14,4,.583,,1.000,12.3,3.0,2.3,0.7,0.1,.043,-5.4,-0.1,2016
38,38,MIL,Patrick McCaw,UNLV,5,199,3373,760,319,270,.420,.305,.785,16.9,3.8,1.6,1.4,4.4,.062,-2.8,-0.6,2016
39,39,NOP,David Michineau,,,,,,,,,,,,,,,,,,,2016
40,40,NOP,Diamond Stone,Maryland,1,7,24,10,6,0,.231,,1.000,3.4,1.4,0.9,0.0,-0.1,-.211,-20.8,-0.1,2016
41,41,ORL,Stephen Zimmerman,UNLV,1,19,108,23,35,4,.323,,.600,5.7,1.2,1.8,0.2,0.0,-.005,-8.3,-0.2,2016
42,42,UTA,Isaiah Whitehead,Seton Hall,2,89,1823,643,210,212,.411,.305,.788,20.5,7.2,2.4,2.4,-0.9,-.025,-5.0,-1.4,2016
43,43,HOU,Zhou Qi,,2,19,125,24,22,2,.212,.105,.667,6.6,1.3,1.2,0.1,-0.2,-.093,-9.6,-0.2,2016
44,44,ATL,Isaïa Cordinier,,,,,,,,,,,,,,,,,,,2016
45,45,BOS,Demetrius Jackson,Notre Dame,3,26,136,48,19,17,.486,.286,.667,5.2,1.8,0.7,0.7,0.2,.087,-0.5,0.1,2016
46,46,DAL,A.J. Hammons,Purdue,1,22,163,48,36,4,.405,.500,.450,7.4,2.2,1.6,0.2,0.0,-.001,-6.6,-0.2,2016
47,47,ORL,Jake Layman,Maryland,6,243,3099,1175,417,127,.460,.300,.719,12.8,4.8,1.7,0.5,3.8,.059,-2.3,-0.2,2016
48,48,CHI,Paul Zipser,,2,98,1667,458,256,82,.371,.335,.769,17.0,4.7,2.6,0.8,0.0,-.001,-5.2,-1.4,2016
49,49,DET,Michael Gbinije,Syracuse,1,9,32,4,3,2,.100,.000,1.000,3.6,0.4,0.3,0.2,-0.1,-.136,-12.1,-0.1,2016
50,50,IND,Georges Niang,Iowa State,9,544,9494,4046,1354,534,.445,.399,.852,17.5,7.4,2.5,1.0,15.9,.080,-1.7,0.7,2016
51,51,BOS,Ben Bentil,Providence,1,3,10,0,2,0,.000,.000,,3.3,0.0,0.7,0.0,-0.1,-.473,-25.9,-0.1,2016
52,52,UTA,Joel Bolomboy,Weber State,2,18,91,31,27,2,.545,.200,.500,5.1,1.7,1.5,0.1,0.3,.132,-0.1,0.0,2016
53,53,DEN,Petr Cornelie,,1,13,38,14,14,3,.333,.125,.750,2.9,1.1,1.1,0.2,0.0,-.015,-8.8,-0.1,2016
54,54,ATL,Kay Felder,Oakland,2,58,526,223,59,78,.364,.268,.754,9.1,3.8,1.0,1.3,-0.4,-.041,-4.7,-0.4,2016
55,55,BRK,Marcus Paige,UNC,1,5,28,12,4,3,.286,.250,1.000,5.6,2.4,0.8,0.6,0.0,-.006,-8.8,0.0,2016
56,56,DEN,Daniel Hamilton,UConn,2,25,232,69,52,30,.394,.357,.500,9.3,2.8,2.1,1.2,0.0,.000,-3.3,-0.1,2016
57,57,MEM,Wang Zhelin,,,,,,,,,,,,,,,,,,,2016
58,58,BOS,Abdel Nader,Iowa State,5,202,2583,926,376,110,.428,.357,.718,12.8,4.6,1.9,0.5,2.8,.052,-2.6,-0.4,2016
59,59,SAC,Isaiah Cousins,Oklahoma,,,,,,,,,,,,,,,,,,2016
60,60,UTA,Tyrone Wallace,California,4,112,1714,566,236,127,.422,.207,.656,15.3,5.1,2.1,1.1,0.1,.003,-5.2,-1.4,2016
1,1,PHI,Markelle Fultz,Washington,9,260,6159,2660,818,1119,.469,.280,.732,23.7,10.2,3.1,4.3,8.3,.065,-1.3,1.1,2017
2,2,LAL,Lonzo Ball,UCLA,7,322,9692,3422,1705,1814,.392,.355,.603,30.1,10.6,5.3,5.6,13.3,.066,0.8,6.9,2017
3,3,BOS,Jayson Tatum,Duke,9,601,20707,14132,4453,2328,.458,.368,.839,34.5,23.5,7.4,3.9,67.2,.156,3.8,30.3,2017
4,4,PHO,Josh Jackson,Kansas,5,291,6718,3276,1159,534,.416,.292,.680,23.1,11.3,4.0,1.8,-1.7,-.012,-3.8,-3.1,2017
5,5,SAC,De'Aaron Fox,Kentucky,9,603,19892,12735,2352,3707,.472,.331,.747,33.0,21.1,3.9,6.1,40.3,.097,1.0,15.1,2017
6,6,ORL,Jonathan Isaac,Florida State,7,328,6161,2231,1491,244,.441,.316,.732,18.8,6.8,4.5,0.7,14.9,.116,0.7,4.3,2017
7,7,MIN,Lauri Markkanen,Arizona,9,492,15401,9323,3490,746,.458,.370,.871,31.3,18.9,7.1,1.5,36.7,.114,1.2,12.2,2017
8,8,NYK,Frank Ntilikina,,7,321,5454,1535,563,693,.369,.320,.762,17.0,4.8,1.8,2.2,0.3,.003,-4.4,-3.4,2017
9,9,DAL,Dennis Smith Jr.,NC State,7,326,7601,3160,967,1381,.407,.298,.674,23.3,9.7,3.0,4.2,2.3,.015,-2.1,-0.2,2017
10,10,SAC,Zach Collins,Gonzaga,8,388,7321,3110,1883,700,.485,.334,.765,18.9,8.0,4.9,1.8,12.4,.081,-1.4,1.0,2017
11,11,CHO,Malik Monk,Kentucky,9,585,13307,7216,1494,1842,.434,.355,.851,22.7,12.3,2.6,3.1,16.1,.058,-1.0,3.1,2017
12,12,DET,Luke Kennard,Duke,9,538,12440,5169,1483,1219,.466,.442,.885,23.1,9.6,2.8,2.3,28.1,.108,0.0,6.3,2017
13,13,DEN,Donovan Mitchell,Louisville,9,609,20585,15272,2640,2928,.453,.366,.844,33.8,25.1,4.3,4.8,60.2,.140,3.6,29.4,2017
14,14,MIA,Bam Adebayo,Kentucky,9,640,19719,10391,5756,2276,.522,.316,.759,30.8,16.2,9.0,3.6,64.0,.156,2.5,22.2,2017
15,15,POR,Justin Jackson,UNC,7,280,4886,1676,654,285,.423,.319,.796,17.5,6.0,2.3,1.0,5.3,.052,-2.8,-1.0,2017
16,16,CHI,Justin Patton,Creighton,4,22,296,86,60,19,.404,.250,.667,13.5,3.9,2.7,0.9,0.4,.066,-2.8,-0.1,2017
17,17,MIL,D.J. Wilson,Michigan,6,148,1818,657,454,110,.422,.331,.618,12.3,4.4,3.1,0.7,2.9,.077,-2.4,-0.2,2017
18,18,IND,T.J. Leaf,UCLA,4,146,1238,477,283,43,.492,.341,.585,8.5,3.3,1.9,0.3,2.7,.104,-1.8,0.1,2017
19,19,ATL,John Collins,Wake Forest,9,541,15611,8488,4172,767,.546,.369,.789,28.9,15.7,7.7,1.4,43.8,.135,0.5,10.0,2017
20,20,POR,Harry Giles,Duke,4,165,1935,888,573,180,.508,.244,.661,11.7,5.4,3.5,1.1,3.1,.076,-2.5,-0.2,2017
21,21,OKC,Terrance Ferguson,,4,204,4000,924,263,144,.404,.334,.753,19.6,4.5,1.3,0.7,4.4,.053,-4.0,-2.1,2017
22,22,BRK,Jarrett Allen,Texas,9,624,17540,8148,5715,1048,.641,.159,.711,28.1,13.1,9.2,1.7,73.1,.200,2.4,19.4,2017
23,23,TOR,OG Anunoby,Indiana,9,559,17078,7451,2495,976,.476,.377,.774,30.6,13.3,4.5,1.7,37.6,.106,0.4,10.5,2017
24,24,UTA,Tyler Lydon,Syracuse,2,26,96,23,18,6,.500,.400,.333,3.7,0.9,0.7,0.2,0.2,.084,-4.3,-0.1,2017
25,25,ORL,Anžejs Pasečņiks,,2,28,443,156,108,19,.521,.000,.586,15.8,5.6,3.9,0.7,0.4,.038,-6.2,-0.5,2017
26,26,POR,Caleb Swanigan,Purdue,3,75,655,169,218,56,.438,.118,.614,8.7,2.3,2.9,0.7,-0.2,-.015,-6.2,-0.7,2017
27,27,BRK,Kyle Kuzma,Utah,9,610,18661,10106,3726,1630,.453,.335,.721,30.6,16.6,6.1,2.7,16.3,.042,-1.6,1.8,2017
28,28,LAL,Tony Bradley,UNC,8,234,2557,1015,887,118,.618,.474,.684,10.9,4.3,3.8,0.5,8.9,.167,-0.5,1.0,2017
29,29,SAS,Derrick White,Colorado,9,571,16706,7666,2147,2479,.438,.360,.859,29.3,13.4,3.8,4.3,46.7,.134,2.4,18.4,2017
30,30,UTA,Josh Hart,Villanova,9,596,18123,6265,4192,2005,.475,.350,.750,30.4,10.5,7.0,3.4,42.8,.113,0.8,12.6,2017
,,,Round 2,Round 2,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced,2017
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,2017
31,31,CHO,Frank Jackson,Duke,5,214,3873,1816,392,222,.421,.332,.786,18.1,8.5,1.8,1.0,2.5,.031,-3.9,-1.9,2017
32,32,PHO,Davon Reed,Miami (FL),4,122,1299,373,212,92,.408,.385,.667,10.6,3.1,1.7,0.8,1.5,.054,-2.9,-0.3,2017
